windows_run_0,window_mean
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
14,14.0
15,15.0
16,16.0
17,17.0
18,18.0
19,19.0
20,20.0
21,21.0
22,22.0
23,23.0
24,24.0
25,25.0
26,26.0
27,27.0
28,28.0
29,29.0
30,30.0
31,31.0
32,32.0
33,33.0
34,34.0
35,35.0
36,36.0
37,37.0
38,38.0
39,39.0
40,40.0
41,41.0
42,42.0
43,43.0
44,44.0
45,45.0
46,46.0
47,47.0
35,35.0
49,49.0
50,50.0
51,51.0
52,52.0
49,49.0
54,54.0
55,55.0
56,56.0
57,57.0
58,58.0
59,59.0
60,60.0
61,61.0
62,62.0
63,63.0
64,64.0
35,35.0
66,66.0
67,67.0
35,35.0
35,35.0
35,35.0
35,35.0
72,72.0
73,73.0
74,74.0
49,49.0
76,76.0
35,35.0
78,78.0
35,35.0
80,80.0
81,81.0
49,49.0
83,83.0
84,84.0
85,85.0
86,86.0
87,87.0
49,49.0
89,89.0
49,49.0
91,91.0
92,92.0
49,49.0
49,49.0
35,35.0
96,96.0
97,97.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
103,103.0
104,104.0
35,35.0
49,49.0
35,35.0
108,108.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
114,114.0
115,115.0
49,49.0
99,99.0
49,49.0
49,49.0
120,120.0
121,121.0
99,99.0
123,123.0
124,124.0
125,125.0
126,126.0
99,99.0
128,128.0
99,99.0
130,130.0
131,131.0
132,132.0
133,133.0
49,49.0
49,49.0
49,49.0
137,137.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
70,70.0
146,146.0
49,49.0
49,49.0
35,35.0
49,49.0
49,49.0
49,49.0
153,153.0
70,70.0
35,35.0
70,70.0
49,49.0
158,158.0
35,35.0
70,70.0
161,161.0
162,162.0
163,163.0
164,164.0
165,165.0
166,166.0
167,167.0
35,35.0
169,169.0
170,170.0
171,171.0
172,172.0
173,173.0
174,174.0
35,35.0
35,35.0
35,35.0
35,35.0
179,179.0
180,180.0
35,35.0
35,35.0
183,183.0
184,184.0
185,185.0
186,186.0
187,187.0
188,188.0
189,189.0
190,190.0
70,70.0
192,192.0
49,49.0
194,194.0
195,195.0
196,196.0
35,35.0
198,198.0
199,199.0
200,200.0
201,201.0
202,202.0
49,49.0
204,204.0
49,49.0
206,206.0
207,207.0
49,49.0
209,209.0
210,210.0
211,211.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
219,219.0
220,220.0
221,221.0
222,222.0
223,223.0
224,224.0
49,49.0
49,49.0
49,49.0
228,228.0
229,229.0
35,35.0
231,231.0
232,232.0
233,233.0
234,234.0
235,235.0
236,236.0
237,237.0
49,49.0
239,239.0
240,240.0
49,49.0
49,49.0
243,243.0
244,244.0
245,245.0
35,35.0
99,99.0
248,248.0
249,249.0
250,250.0
251,251.0
35,35.0
35,35.0
254,254.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
264,264.0
265,265.0
266,266.0
267,267.0
268,268.0
269,269.0
49,49.0
271,271.0
49,49.0
273,273.0
274,274.0
49,49.0
35,35.0
35,35.0
278,278.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
294,294.0
70,70.0
296,296.0
70,70.0
70,70.0
70,70.0
35,35.0
301,301.0
49,49.0
99,99.0
304,304.0
305,305.0
35,35.0
35,35.0
35,35.0
309,309.0
310,310.0
311,311.0
312,312.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
318,318.0
319,319.0
320,320.0
321,321.0
322,322.0
323,323.0
324,324.0
325,325.0
326,326.0
35,35.0
328,328.0
329,329.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
336,336.0
337,337.0
338,338.0
339,339.0
49,49.0
49,49.0
342,342.0
49,49.0
70,70.0
49,49.0
346,346.0
347,347.0
348,348.0
49,49.0
350,350.0
351,351.0
352,352.0
70,70.0
49,49.0
49,49.0
49,49.0
49,49.0
358,358.0
359,359.0
99,99.0
361,361.0
70,70.0
35,35.0
35,35.0
365,365.0
366,366.0
35,35.0
70,70.0
369,369.0
370,370.0
70,70.0
70,70.0
373,373.0
374,374.0
375,375.0
70,70.0
70,70.0
378,378.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
400,400.0
401,401.0
402,402.0
70,70.0
404,404.0
405,405.0
406,406.0
407,407.0
408,408.0
409,409.0
410,410.0
411,411.0
412,412.0
35,35.0
414,414.0
35,35.0
35,35.0
35,35.0
35,35.0
419,419.0
35,35.0
35,35.0
422,422.0
49,49.0
35,35.0
49,49.0
426,426.0
427,427.0
428,428.0
429,429.0
430,430.0
431,431.0
432,432.0
70,70.0
434,434.0
435,435.0
35,35.0
437,437.0
438,438.0
439,439.0
35,35.0
441,441.0
35,35.0
443,443.0
35,35.0
445,445.0
49,49.0
49,49.0
448,448.0
49,49.0
49,49.0
451,451.0
35,35.0
453,453.0
454,454.0
455,455.0
49,49.0
49,49.0
458,458.0
459,459.0
460,460.0
461,461.0
462,462.0
49,49.0
464,464.0
35,35.0
466,466.0
467,467.0
468,468.0
49,49.0
470,470.0
471,471.0
472,472.0
473,473.0
474,474.0
475,475.0
49,49.0
399,399.0
478,478.0
35,35.0
480,480.0
35,35.0
35,35.0
49,49.0
484,484.0
485,485.0
49,49.0
49,49.0
49,49.0
489,489.0
490,490.0
491,491.0
492,492.0
493,493.0
494,494.0
49,49.0
496,496.0
497,497.0
498,498.0
499,499.0
35,35.0
35,35.0
35,35.0
35,35.0
504,504.0
505,505.0
506,506.0
35,35.0
508,508.0
509,509.0
510,510.0
511,511.0
512,512.0
513,513.0
514,514.0
515,515.0
399,399.0
517,517.0
49,49.0
49,49.0
49,49.0
49,49.0
522,522.0
523,523.0
524,524.0
525,525.0
526,526.0
527,527.0
528,528.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
70,70.0
543,543.0
70,70.0
70,70.0
546,546.0
547,547.0
548,548.0
70,70.0
99,99.0
70,70.0
552,552.0
49,49.0
70,70.0
555,555.0
35,35.0
70,70.0
558,558.0
559,559.0
560,560.0
561,561.0
562,562.0
563,563.0
564,564.0
99,99.0
566,566.0
567,567.0
568,568.0
569,569.0
49,49.0
571,571.0
49,49.0
35,35.0
574,574.0
575,575.0
576,576.0
35,35.0
578,578.0
579,579.0
35,35.0
35,35.0
565,565.0
49,49.0
565,565.0
49,49.0
399,399.0
49,49.0
399,399.0
49,49.0
99,99.0
99,99.0
70,70.0
399,399.0
399,399.0
399,399.0
399,399.0
99,99.0
70,70.0
282,282.0
70,70.0
99,99.0
99,99.0
70,70.0
99,99.0
49,49.0
99,99.0
49,49.0
99,99.0
99,99.0
399,399.0
99,99.0
99,99.0
99,99.0
399,399.0
99,99.0
99,99.0
99,99.0
99,99.0
49,49.0
70,70.0
49,49.0
399,399.0
49,49.0
99,99.0
99,99.0
70,70.0
70,70.0
399,399.0
70,70.0
70,70.0
99,99.0
70,70.0
99,99.0
99,99.0
99,99.0
99,99.0
99,99.0
70,70.0
99,99.0
199,199.0
70,70.0
99,99.0
282,282.0
399,399.0
99,99.0
70,70.0
70,70.0
70,70.0
99,99.0
399,399.0
70,70.0
399,399.0
399,399.0
99,99.0
99,99.0
282,282.0
99,99.0
99,99.0
399,399.0
282,282.0
99,99.0
399,399.0
399,399.0
399,399.0
49,49.0
141,141.0
49,49.0
35,35.0
49,49.0
399,399.0
141,141.0
399,399.0
35,35.0
35,35.0
35,35.0
99,99.0
99,99.0
99,99.0
282,282.0
141,141.0
35,35.0
141,141.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
199,199.0
35,35.0
282,282.0
35,35.0
399,399.0
70,70.0
35,35.0
399,399.0
70,70.0
282,282.0
282,282.0
99,99.0
399,399.0
99,99.0
70,70.0
99,99.0
70,70.0
199,199.0
70,70.0
282,282.0
70,70.0
282,282.0
141,141.0
282,282.0
35,35.0
141,141.0
282,282.0
35,35.0
199,199.0
35,35.0
35,35.0
35,35.0
282,282.0
49,49.0
35,35.0
35,35.0
49,49.0
399,399.0
282,282.0
282,282.0
49,49.0
282,282.0
99,99.0
282,282.0
399,399.0
399,399.0
282,282.0
282,282.0
282,282.0
282,282.0
282,282.0
399,399.0
49,49.0
49,49.0
49,49.0
282,282.0
282,282.0
282,282.0
282,282.0
70,70.0
282,282.0
49,49.0
282,282.0
199,199.0
282,282.0
282,282.0
282,282.0
70,70.0
70,70.0
49,49.0
35,35.0
282,282.0
282,282.0
282,282.0
35,35.0
70,70.0
70,70.0
70,70.0
70,70.0
70,70.0
35,35.0
35,35.0
35,35.0
399,399.0
70,70.0
282,282.0
282,282.0
399,399.0
199,199.0
282,282.0
99,99.0
282,282.0
399,399.0
99,99.0
282,282.0
282,282.0
99,99.0
99,99.0
282,282.0
282,282.0
399,399.0
99,99.0
399,399.0
282,282.0
99,99.0
282,282.0
399,399.0
99,99.0
99,99.0
99,99.0
282,282.0
99,99.0
99,99.0
282,282.0
399,399.0
99,99.0
282,282.0
399,399.0
282,282.0
282,282.0
282,282.0
399,399.0
282,282.0
399,399.0
282,282.0
399,399.0
282,282.0
399,399.0
399,399.0
399,399.0
282,282.0
399,399.0
399,399.0
399,399.0
282,282.0
399,399.0
199,199.0
282,282.0
399,399.0
399,399.0
282,282.0
35,35.0
399,399.0
141,141.0
399,399.0
70,70.0
399,399.0
282,282.0
399,399.0
399,399.0
141,141.0
282,282.0
282,282.0
282,282.0
49,49.0
282,282.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
49,49.0
399,399.0
49,49.0
399,399.0
49,49.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
70,70.0
399,399.0
399,399.0
35,35.0
399,399.0
399,399.0
35,35.0
399,399.0
35,35.0
35,35.0
399,399.0
49,49.0
399,399.0
49,49.0
399,399.0
35,35.0
399,399.0
70,70.0
399,399.0
70,70.0
399,399.0
399,399.0
399,399.0
70,70.0
70,70.0
399,399.0
70,70.0
399,399.0
70,70.0
70,70.0
49,49.0
49,49.0
399,399.0
399,399.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
399,399.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
35,35.0
49,49.0
49,49.0
35,35.0
70,70.0
35,35.0
35,35.0
70,70.0
70,70.0
70,70.0
35,35.0
35,35.0
70,70.0
70,70.0
70,70.0
399,399.0
399,399.0
70,70.0
49,49.0
141,141.0
399,399.0
35,35.0
565,565.0
399,399.0
399,399.0
399,399.0
399,399.0
399,399.0
35,35.0
399,399.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
565,565.0
35,35.0
565,565.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
565,565.0
565,565.0
99,99.0
565,565.0
35,35.0
35,35.0
565,565.0
565,565.0
35,35.0
141,141.0
70,70.0
565,565.0
565,565.0
70,70.0
70,70.0
70,70.0
70,70.0
70,70.0
70,70.0
70,70.0
565,565.0
565,565.0
49,49.0
49,49.0
565,565.0
70,70.0
565,565.0
70,70.0
565,565.0
565,565.0
565,565.0
565,565.0
35,35.0
565,565.0
35,35.0
565,565.0
35,35.0
35,35.0
35,35.0
565,565.0
35,35.0
565,565.0
282,282.0
565,565.0
282,282.0
99,99.0
282,282.0
99,99.0
565,565.0
49,49.0
49,49.0
141,141.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
399,399.0
565,565.0
35,35.0
565,565.0
565,565.0
565,565.0
565,565.0
35,35.0
565,565.0
35,35.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
565,565.0
49,49.0
565,565.0
99,99.0
565,565.0
565,565.0
565,565.0
565,565.0
141,141.0
49,49.0
99,99.0
99,99.0
565,565.0
565,565.0
99,99.0
70,70.0
565,565.0
565,565.0
565,565.0
565,565.0
282,282.0
70,70.0
141,141.0
141,141.0
565,565.0
565,565.0
199,199.0
565,565.0
565,565.0
199,199.0
141,141.0
199,199.0
199,199.0
141,141.0
199,199.0
199,199.0
141,141.0
199,199.0
141,141.0
199,199.0
99,99.0
199,199.0
199,199.0
199,199.0
199,199.0
141,141.0
199,199.0
199,199.0
199,199.0
565,565.0
199,199.0
282,282.0
199,199.0
199,199.0
199,199.0
199,199.0
199,199.0
199,199.0
199,199.0
199,199.0
