,Date,N,windows,scaled_windows,MSE,RMSE
0,0,0.0,,,,
1,1,0.1182403768555737,,,,
2,2,0.2061801240365703,,,,
3,3,1.3740255371538812,,,,
4,4,0.1745279171448235,,,,
5,5,-1.939961103577309,,,,
6,6,-2.531193304510786,,,,
7,7,-2.0642742617248264,,,,
8,8,-0.7589166062119718,,,,
9,9,0.0942002487080721,,,,
10,10,-0.718861165935917,,,,
11,11,-1.5831688430235709,,,,
12,12,-1.0204833674695382,,,,
13,13,-1.563612080250783,,,,
14,14,-0.1489036289445728,,,,
15,15,1.0925461242124452,,,,
16,16,0.8093348702973945,,,,
17,17,2.430483836128961,,,,
18,18,1.254663446621639,,,,
19,19,0.0444421701054119,,,,
20,20,0.644798621853365,,,,
21,21,0.2094705706090424,,,,
22,22,-0.2560986193203194,,,,
23,23,1.1988129864537007,,,,
24,24,-0.8310901748680313,,,,
25,25,0.1162412803336306,,,,
26,26,-1.071444225939355,,,,
27,27,-0.9742743345160004,,,,
28,28,-1.512447383348441,,,,
29,29,-2.5918730161740378,,,,
30,30,-1.3048147821307416,,,,
31,31,-1.4926514575785508,,,,
32,32,-2.069648071576517,,,,
33,33,-1.8379969545178472,,,,
34,34,-3.000306720265548,,,,
35,35,-3.017946445539805,,,,
36,36,-4.033261135533935,,,,
37,37,-5.884558614233125,,,,
38,38,-5.52458310319355,,,,
39,39,-4.648507331957622,,,,
40,40,-3.7563852522633248,,,,
41,41,-2.837286958106656,,,,
42,42,-3.968656449887057,,,,
43,43,-5.052614766639382,,,,
44,44,-5.752797321995245,,,,
45,45,-5.164351656355948,,,,
46,46,-3.962297971951339,,,,
47,47,-5.874355265654143,,,,
48,48,-5.2003587419350925,,,,
49,49,-4.683334065983114,,,,
50,50,-4.5591551690905545,,,,
51,51,-4.593475595098048,,,,
52,52,-4.839483711431097,,,,
53,53,-4.3482903224484915,,,,
54,54,-6.292018113006081,,,,
55,55,-6.462497616135407,,,,
56,56,-6.222168178669669,,,,
57,57,-4.435900563099208,,,,
58,58,-4.149251227069382,,,,
59,59,-3.391607123995602,,,,
60,60,-2.296904867289313,,,,
61,61,-2.355025656030004,,,,
62,62,-2.403717996342095,,,,
63,63,-2.6891917600644293,,,,
64,64,-3.0216027351286514,,,,
65,65,-1.9061019218658055,,,,
