N,Z_0,Z_1
0.17158141038314179,0.18905338179353307,0.7853543157792678
-0.39110587504222394,-0.4451027279499912,0.281285595907915
-0.30242542482750534,-0.2630635433918935,-1.2452531760629608
-0.37098019271443644,-2.2293353482838913,0.29989458947233477
1.7515860509741155,2.0595150038562338,-1.6290772418674382
2.5797151377756027,1.4339436199239493,-0.7633703619481902
-0.8258829268137062,-0.025422836867824372,1.7269529606835325
-0.7601860940694096,1.063584334614382,0.05842322024100152
-0.9891064924875295,0.5410182909329808,1.6523388088732325
1.478361128286263,-0.3416908020680881,-0.0915782997003495
0.02598855551008772,1.1275674511260356,0.12064687068048494
-0.3205151517673416,-0.23291083312839625,-1.0017044288987027
-0.23845719175049784,-0.32882390405796263,1.1034776470892544
-0.2166313850711738,-0.8697924688896544,-0.035313767220012254
-0.08467479137945438,0.3049580712408555,0.8181955268981652
-0.1695199190243901,-0.3113300860733521,0.6441984723044715
-0.8193288697892651,0.2854810928293502,0.7623541007161188
3.1163593761585355,-0.8969634477573576,0.569292916418406
-0.5716635366513915,-0.17317215288813012,0.2170793065522072
-0.8699843348741583,-1.182051791316511,0.2716504629668981
-0.8136497336681091,0.5816573512348115,-0.4126790786640065
-0.9296208507406354,-0.024096947375278344,-1.8494409119600117
-0.7913079601721787,0.180571008135326,0.8150674640512772
-0.8819572715994118,0.33285819943950634,2.4436699283824903
-0.9123067293530543,-1.0107575001533344,1.4441865840948542
-0.8286514214989585,0.8608267096748337,2.730919849187693
-0.7391901350427187,2.2067028183423685,0.8708210840245898
-0.7304691349394324,-1.426310468879561,-0.5807251147541284
-0.354949308653407,-1.46960384601915,-0.5927211554302206
-0.36507109079345806,-1.2150536659775995,1.173225890403287
-0.6008888587851766,1.1414588934539998,0.7754175436354664
0.0014173939181303385,0.41849340536078894,0.2722927415377454
-0.10807473822542164,1.3381500618746298,1.2001523683641309
0.35853675763766435,0.9345629066634632,-0.4286991114147073
-0.09692971068075606,0.3605718123752805,0.9947435229606842
0.16115148637813986,0.3616838587811271,0.18737201826372052
2.961700094840709,-0.1697604977231353,0.6376963243224585
3.285911497091412,0.7908144976807542,1.6855754294351692
0.7406869672417193,-1.2797159617807545,0.3481752481331642
0.5347214487702813,-0.6339908605342802,1.8854050443412023
0.3762229873729538,-0.016868768036596427,1.8406292876007062
0.34502620808138484,1.5116431105626125,-0.2699247365731055
0.04482804430322135,-1.0644641157203993,2.852981513050235
-0.11199019297409465,-1.3688382070236629,-0.7530262327207546
-0.35816682731171073,-0.8230948196393696,0.40057513044924775
-0.5784096584012368,0.7571401667821986,1.2470998893783032
-0.4176003296816861,-0.3850055068918262,-1.809602585700703
-0.9641115062672465,1.2467013057062009,1.5433534404453086
-0.7450861842153138,-1.8725295176060242,1.647209579073107
-0.5354414193693015,1.206168855431234,0.3771969608450041
-0.8625496599945581,1.1848662399295389,0.7625073493216556
-1.029140729298593,-1.2065336554455208,0.6997560760497898
-0.9200398929556335,0.41338950767128935,0.2639777466054394
-0.9129299077033467,1.5055353830812568,1.5544148737918146
-0.5959816704596874,0.38791904230952234,0.08379734210795814
-1.2517101783808418,1.2894791700385004,0.40842942425857903
3.0242041809915285,2.6346945344524757,0.8144561582011123
0.9149176082214711,0.48606428894829445,1.295966302499927
-0.6873267943607451,-0.1303823139429379,1.5416919116651944
-0.13217398947063597,-0.6934064462887743,-1.08487402421351
5.573710149017686,0.6480646015444859,-1.6578562656052098
0.04042668786172496,-0.27437577988847967,0.25026388563356244
0.5439347689446942,-0.32874637079406754,0.32209108989351615
0.5583831223793503,-0.3173918127709962,-0.7332768541002066
0.4919097291476636,0.3900620314501626,0.6597054951193921
0.39335633448290164,-1.3561173600516332,0.9739708952561723
0.3298728216189726,-1.8298764906705565,0.7088109791715738
0.0548699097814786,-2.7236544450356592,1.9790531199549577
0.06779345007123481,0.9388632782547468,-0.7593979270363949
0.35200713148998697,-0.13833867477269832,0.29830062272084257
0.6364714283305063,1.3601194131223457,2.2149175767184803
0.399715471458147,-0.08660201164115479,0.9308284372012131
0.5794417551479746,-0.7421554551991775,-0.9080388231432736
0.6564463213432703,0.5555750123304114,0.4127754113726616
4.98656019163843,0.07341158706280307,1.3864035811428588
0.28711420460525766,-1.0420546276176665,2.285020535936288
-0.16525111633496037,-0.6252589603154407,0.8266019690416322
3.230668513505706,2.0565570653713086,1.3202073331834734
-0.06025429706042412,0.6543505953235256,-1.0092226570862008
0.3663570230655995,0.7061642829168984,-0.15360237059606063
-0.11504220984779534,-0.01674409718568004,1.2914359090119678
-0.2813460789563497,-0.4775875294101273,-0.9130534052837189
-0.492513769468371,1.0416558155709352,-0.021379615389788095
-0.5713597302097447,-0.026980739142935806,-1.8727350590027838
-0.6338438571494676,-0.7591081117479299,1.5040049663489807
-0.8384335450424727,-0.21177423288030428,-0.14953461313455377
-1.238752575968064,-1.0556060167223509,0.5389249605823812
0.9512098887502035,-0.022086195764851574,-1.5795430615698918
-0.8258960048383797,0.8694200089337087,-1.4056806953759244
-0.9847385661424306,-1.125862914029967,1.7496876426722863
1.7798734457361196,1.128544005170784,-0.45823743636011105
-0.7890101347235919,-0.9573976965481779,-0.6810552271399961
-0.40691824105331564,-0.10639545841139222,0.37180262739555797
-0.24534425053635428,-1.048518559660153,0.3973882266380958
-0.003615664482664982,-0.3722351663543352,-2.1729755824603503
-0.19966405148978536,-0.030241301036629677,-1.189687078330693
0.030874471891470884,-0.4346849461734274,-0.16548166739603953
-0.4924230890438542,-0.6252421820417499,-0.22830212218014032
-0.7690318816798183,-0.5278861906636616,0.10650227664969164
-0.6222500894851147,-0.6090279148948954,-0.7016639195293133
-0.7132941534411504,-1.3102723717890972,-0.565972568103589
-0.26497596002008533,0.026808136809260974,-0.07880896898797513
3.5961391319126874,0.7011582096101373,-1.0108573717492773
-0.9405385906821162,1.19817967297947,-1.17338502964279
0.5864864240686448,0.9069103496814359,-0.8969453137742635
2.3270732814049966,2.669468556698388,-0.34803350570356706
-0.7266998505121965,0.46868163507784166,-0.5196031710271832
-1.0684433756773482,-0.37868818040126107,-0.8656727008676595
