windows_run_0,window_mean
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
14,14.0
15,15.0
16,16.0
17,17.0
18,18.0
19,19.0
20,20.0
21,21.0
22,22.0
23,23.0
24,24.0
25,25.0
26,26.0
27,27.0
28,28.0
29,29.0
30,30.0
31,31.0
32,32.0
33,33.0
34,34.0
35,35.0
36,36.0
37,37.0
38,38.0
35,35.0
40,40.0
35,35.0
35,35.0
35,35.0
44,44.0
35,35.0
35,35.0
47,47.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
55,55.0
49,49.0
49,49.0
49,49.0
59,59.0
49,49.0
61,61.0
49,49.0
63,63.0
64,64.0
65,65.0
49,49.0
67,67.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
82,82.0
35,35.0
35,35.0
35,35.0
86,86.0
87,87.0
49,49.0
89,89.0
35,35.0
91,91.0
49,49.0
35,35.0
35,35.0
49,49.0
96,96.0
35,35.0
35,35.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
70,70.0
35,35.0
49,49.0
35,35.0
35,35.0
49,49.0
114,114.0
99,99.0
49,49.0
117,117.0
49,49.0
49,49.0
99,99.0
49,49.0
70,70.0
123,123.0
99,99.0
99,99.0
99,99.0
127,127.0
128,128.0
129,129.0
49,49.0
49,49.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
49,49.0
35,35.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
49,49.0
35,35.0
35,35.0
49,49.0
35,35.0
70,70.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
162,162.0
49,49.0
49,49.0
165,165.0
70,70.0
70,70.0
168,168.0
169,169.0
35,35.0
35,35.0
172,172.0
173,173.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
181,181.0
35,35.0
35,35.0
184,184.0
185,185.0
35,35.0
35,35.0
70,70.0
189,189.0
190,190.0
49,49.0
49,49.0
49,49.0
49,49.0
195,195.0
35,35.0
49,49.0
35,35.0
35,35.0
199,199.0
35,35.0
35,35.0
49,49.0
49,49.0
35,35.0
35,35.0
199,199.0
49,49.0
209,209.0
210,210.0
211,211.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
220,220.0
221,221.0
222,222.0
223,223.0
224,224.0
49,49.0
49,49.0
49,49.0
228,228.0
35,35.0
35,35.0
231,231.0
232,232.0
35,35.0
234,234.0
235,235.0
49,49.0
141,141.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
246,246.0
247,247.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
269,269.0
49,49.0
49,49.0
35,35.0
49,49.0
49,49.0
35,35.0
276,276.0
49,49.0
278,278.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
49,49.0
35,35.0
70,70.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
303,303.0
35,35.0
35,35.0
35,35.0
307,307.0
35,35.0
35,35.0
310,310.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
49,49.0
336,336.0
337,337.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
345,345.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
70,70.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
365,365.0
70,70.0
35,35.0
70,70.0
49,49.0
35,35.0
70,70.0
70,70.0
70,70.0
70,70.0
375,375.0
35,35.0
49,49.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
70,70.0
399,399.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
35,35.0
49,49.0
49,49.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
419,419.0
35,35.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
70,70.0
427,427.0
428,428.0
49,49.0
49,49.0
70,70.0
70,70.0
433,433.0
35,35.0
35,35.0
436,436.0
437,437.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
443,443.0
444,444.0
445,445.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
451,451.0
399,399.0
35,35.0
49,49.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
465,465.0
466,466.0
35,35.0
468,468.0
35,35.0
35,35.0
471,471.0
35,35.0
473,473.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
482,482.0
35,35.0
484,484.0
35,35.0
49,49.0
49,49.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
399,399.0
495,495.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
505,505.0
35,35.0
70,70.0
49,49.0
35,35.0
49,49.0
35,35.0
512,512.0
49,49.0
49,49.0
515,515.0
399,399.0
517,517.0
49,49.0
49,49.0
520,520.0
49,49.0
49,49.0
49,49.0
524,524.0
399,399.0
526,526.0
70,70.0
70,70.0
49,49.0
49,49.0
141,141.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
70,70.0
49,49.0
49,49.0
542,542.0
70,70.0
544,544.0
545,545.0
49,49.0
70,70.0
548,548.0
70,70.0
35,35.0
70,70.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
557,557.0
399,399.0
49,49.0
49,49.0
49,49.0
562,562.0
563,563.0
399,399.0
565,565.0
141,141.0
567,567.0
49,49.0
49,49.0
570,570.0
35,35.0
35,35.0
35,35.0
574,574.0
399,399.0
35,35.0
399,399.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
282,282.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
99,99.0
99,99.0
70,70.0
49,49.0
99,99.0
35,35.0
70,70.0
70,70.0
70,70.0
35,35.0
70,70.0
70,70.0
70,70.0
35,35.0
70,70.0
49,49.0
70,70.0
99,99.0
35,35.0
35,35.0
99,99.0
49,49.0
99,99.0
70,70.0
70,70.0
70,70.0
70,70.0
282,282.0
70,70.0
49,49.0
70,70.0
49,49.0
49,49.0
35,35.0
141,141.0
49,49.0
99,99.0
70,70.0
70,70.0
99,99.0
70,70.0
70,70.0
70,70.0
35,35.0
70,70.0
70,70.0
70,70.0
99,99.0
99,99.0
99,99.0
70,70.0
70,70.0
70,70.0
99,99.0
99,99.0
99,99.0
70,70.0
70,70.0
70,70.0
99,99.0
35,35.0
282,282.0
99,99.0
99,99.0
99,99.0
99,99.0
99,99.0
282,282.0
141,141.0
70,70.0
99,99.0
70,70.0
99,99.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
141,141.0
35,35.0
35,35.0
49,49.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
199,199.0
35,35.0
35,35.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
70,70.0
70,70.0
70,70.0
399,399.0
199,199.0
282,282.0
282,282.0
70,70.0
70,70.0
282,282.0
35,35.0
70,70.0
70,70.0
199,199.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
49,49.0
35,35.0
99,99.0
99,99.0
99,99.0
49,49.0
99,99.0
99,99.0
70,70.0
70,70.0
282,282.0
70,70.0
282,282.0
70,70.0
49,49.0
49,49.0
49,49.0
282,282.0
49,49.0
49,49.0
49,49.0
282,282.0
199,199.0
282,282.0
49,49.0
282,282.0
70,70.0
70,70.0
70,70.0
70,70.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
70,70.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
70,70.0
70,70.0
70,70.0
70,70.0
399,399.0
99,99.0
99,99.0
49,49.0
35,35.0
35,35.0
99,99.0
99,99.0
35,35.0
282,282.0
282,282.0
49,49.0
99,99.0
282,282.0
99,99.0
282,282.0
282,282.0
99,99.0
99,99.0
99,99.0
49,49.0
35,35.0
35,35.0
399,399.0
35,35.0
99,99.0
99,99.0
99,99.0
35,35.0
35,35.0
282,282.0
35,35.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
70,70.0
35,35.0
49,49.0
399,399.0
141,141.0
35,35.0
35,35.0
141,141.0
35,35.0
35,35.0
35,35.0
70,70.0
282,282.0
35,35.0
399,399.0
35,35.0
141,141.0
49,49.0
49,49.0
49,49.0
282,282.0
282,282.0
49,49.0
70,70.0
49,49.0
399,399.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
399,399.0
49,49.0
399,399.0
49,49.0
399,399.0
49,49.0
399,399.0
399,399.0
282,282.0
399,399.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
399,399.0
399,399.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
282,282.0
70,70.0
399,399.0
49,49.0
70,70.0
399,399.0
49,49.0
399,399.0
70,70.0
49,49.0
141,141.0
49,49.0
399,399.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
70,70.0
70,70.0
70,70.0
35,35.0
35,35.0
35,35.0
141,141.0
70,70.0
70,70.0
35,35.0
70,70.0
35,35.0
141,141.0
399,399.0
35,35.0
399,399.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
70,70.0
35,35.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
35,35.0
49,49.0
49,49.0
35,35.0
35,35.0
35,35.0
49,49.0
70,70.0
141,141.0
35,35.0
35,35.0
70,70.0
35,35.0
199,199.0
565,565.0
70,70.0
70,70.0
70,70.0
70,70.0
35,35.0
70,70.0
70,70.0
70,70.0
70,70.0
35,35.0
49,49.0
49,49.0
70,70.0
70,70.0
70,70.0
70,70.0
70,70.0
49,49.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
35,35.0
282,282.0
49,49.0
49,49.0
49,49.0
49,49.0
49,49.0
282,282.0
141,141.0
35,35.0
49,49.0
35,35.0
565,565.0
282,282.0
35,35.0
565,565.0
99,99.0
35,35.0
49,49.0
70,70.0
35,35.0
99,99.0
565,565.0
35,35.0
35,35.0
35,35.0
35,35.0
565,565.0
35,35.0
70,70.0
35,35.0
35,35.0
35,35.0
49,49.0
565,565.0
141,141.0
49,49.0
565,565.0
282,282.0
565,565.0
565,565.0
399,399.0
565,565.0
399,399.0
49,49.0
49,49.0
99,99.0
49,49.0
70,70.0
35,35.0
99,99.0
70,70.0
565,565.0
141,141.0
141,141.0
141,141.0
99,99.0
99,99.0
199,199.0
199,199.0
70,70.0
141,141.0
70,70.0
99,99.0
70,70.0
99,99.0
70,70.0
49,49.0
199,199.0
199,199.0
199,199.0
199,199.0
99,99.0
99,99.0
99,99.0
141,141.0
99,99.0
141,141.0
199,199.0
99,99.0
49,49.0
199,199.0
141,141.0
49,49.0
199,199.0
199,199.0
199,199.0
141,141.0
141,141.0
199,199.0
199,199.0
199,199.0
141,141.0
35,35.0
141,141.0
99,99.0
