,Date,N,windows,scaled_windows,MSE,RMSE
0,0,-0.9891213503478508,1,1.0,0,0
1,1,-1.257995866780949,2,1.0,0,0
2,2,0.1458377676829159,3,1.0,0,0
3,3,0.3027572378759495,4,1.0,0,0
4,4,1.181590832737231,5,1.0,0,0
5,5,1.645021490776348,6,1.0,0,0
6,6,0.8588991760338642,7,1.0,0,0
7,7,1.343227602075907,8,1.0,0,0
8,8,0.9173485973706024,9,1.0,0,0
9,9,0.5252458892556796,10,1.0,0,0
10,10,0.592494380995034,11,1.0,0,0
11,11,-0.978259518757158,12,1.0,0,0
12,12,0.3229099399227234,13,1.0,0,0
13,13,-0.3843283806212796,14,1.0,0,0
14,14,0.6478203813119643,15,1.0,0,0
15,15,0.7187452826268999,16,1.0,0,0
16,16,2.181538753999913,17,1.0,0,0
17,17,1.3170811214474898,18,1.0,0,0
18,18,0.9025809931990914,19,1.0,0,0
19,19,1.1850782191924822,20,1.0,0,0
20,20,-1.1187040797801044,21,1.0,0,0
21,21,-0.1580356381194414,22,1.0,0,0
22,22,1.4000620617772446,23,1.0,0,0
23,23,2.374095251685553,24,1.0,0,0
24,24,2.9038756350658264,25,1.0,0,0
25,25,2.505251751578648,26,1.0,0,0
26,26,3.58940851234801,27,1.0,0,0
27,27,4.358589556951597,28,1.0,0,0
28,28,4.376298048472975,29,1.0,0,0
29,29,4.023262537147657,30,1.0,0,0
30,30,3.346518287326214,31,1.0,0,0
31,31,1.8656298689593545,32,1.0,0,0
32,32,2.9789939831293086,33,1.0,0,0
33,33,0.5611721796940516,34,1.0,0,0
34,34,0.1833538543932177,35,1.0,0,0
35,35,0.3648002002567975,36,1.0,0,0
36,36,1.1956466251847273,37,1.0,0,0
37,37,2.843224739724566,38,1.0,0,0
38,38,3.5678305099583354,39,1.0,0,0
39,39,2.959914746513157,40,1.0,0,0
40,40,3.4561613822478128,41,1.0,0,0
41,41,1.91422237966805,42,1.0,0,0
42,42,3.2168994296775617,43,1.0,0,0
43,43,2.7924379994995587,44,1.0,0,0
44,44,1.8907462676560016,45,1.0,0,0
45,45,1.1227049147499673,46,1.0,0,0
46,46,0.995904938326153,47,1.0,0,0
47,47,0.5336640337476541,48,1.0,0,0
48,48,2.7913936762182283,49,1.0,0,0
49,49,1.8093688504365475,50,1.0,0,0
50,50,1.6942902856495223,51,1.0,0,0
51,51,1.5989187779367569,52,1.0,0,0
52,52,1.5023356142436797,53,1.0,0,0
53,53,1.4403800054078832,54,1.0,0,0
54,54,0.8457916905989503,55,1.0,0,0
55,55,0.2072321772714519,56,1.0,0,0
56,56,-0.6527898255669091,57,1.0,0,0
57,57,-2.0651552175831043,58,1.0,0,0
58,58,-1.6467884391985363,59,1.0,0,0
59,59,-0.5249126950143067,60,1.0,0,0
60,60,-1.0526250030933206,61,1.0,0,0
61,61,-1.527694553169901,62,1.0,0,0
62,62,-1.707183304156635,63,1.0,0,0
63,63,-2.022907910542508,64,1.0,0,0
64,64,-3.2892356470864668,65,1.0,0,0
65,65,-1.6325049624878925,66,1.0,0,0
66,66,-1.0833760142579263,67,1.0,0,0
67,67,-1.7359508461259097,68,1.0,0,0
68,68,-1.2923428097409255,69,1.0,0,0
69,69,-1.6297590699864035,70,1.0,0,0
70,70,-1.7087035329211115,71,1.0,0,0
71,71,-1.2030903668471595,72,1.0,0,0
72,72,-0.1632014642169845,73,1.0,0,0
73,73,1.343524872448309,74,1.0,0,0
74,74,2.899418915841875,75,1.0,0,0
75,75,2.372421550909058,76,1.0,0,0
76,76,1.6778602425675446,77,1.0,0,0
77,77,1.6623901249003177,78,1.0,0,0
78,78,1.6649971426333647,79,1.0,0,0
79,79,0.7976780395998474,80,1.0,0,0
80,80,0.1307088200804365,81,1.0,0,0
81,81,0.9555384103155732,82,1.0,0,0
82,82,2.5110694516215792,83,1.0,0,0
83,83,2.044324130384209,84,1.0,0,0
84,84,1.2265925849698205,85,1.0,0,0
85,85,0.8661160556687064,86,1.0,0,0
86,86,-0.1829177427146679,87,1.0,0,0
87,87,-0.416570651826124,88,1.0,0,0
88,88,0.0543625379537832,89,1.0,0,0
89,89,-0.0384115613763581,90,1.0,0,0
90,90,1.1963851106841603,91,1.0,0,0
91,91,1.2277941416019529,92,1.0,0,0
92,92,1.5977139902690594,93,1.0,0,0
93,93,1.3134268513555216,94,1.0,0,0
94,94,2.526004954099035,95,1.0,0,0
95,95,1.080170264898806,96,1.0,0,0
96,96,0.7069562161632414,97,1.0,0,0
