Date,N,windows,scaled_windows,MSE,RMSE
0,-0.9891213503478508,1,1.0,0,0
1,-1.257995866780949,2,1.0,0,0
2,0.1458377676829159,3,1.0,0,0
3,0.3027572378759495,4,1.0,0,0
4,1.181590832737231,5,1.0,0,0
5,1.645021490776348,6,1.0,0,0
6,0.8588991760338642,7,1.0,0,0
7,1.343227602075907,8,1.0,0,0
8,0.9173485973706024,9,1.0,0,0
9,0.5252458892556796,10,1.0,0,0
10,0.592494380995034,11,1.0,0,0
11,-0.978259518757158,12,1.0,0,0
12,0.3229099399227234,13,1.0,0,0
13,-0.3843283806212796,14,1.0,0,0
14,0.6478203813119643,15,1.0,0,0
15,0.7187452826268999,16,1.0,0,0
16,2.181538753999913,17,1.0,0,0
17,1.3170811214474898,18,1.0,0,0
18,0.9025809931990914,19,1.0,0,0
19,1.1850782191924822,20,1.0,0,0
20,-1.1187040797801044,21,1.0,0,0
21,-0.1580356381194414,22,1.0,0,0
22,1.4000620617772446,23,1.0,0,0
23,2.374095251685553,24,1.0,0,0
24,2.9038756350658264,25,1.0,0,0
25,2.505251751578648,26,1.0,0,0
26,3.58940851234801,27,1.0,0,0
27,4.358589556951597,28,1.0,0,0
28,4.376298048472975,29,1.0,0,0
29,4.023262537147657,30,1.0,0,0
30,3.346518287326214,31,1.0,0,0
31,1.8656298689593545,32,1.0,0,0
32,2.9789939831293086,33,1.0,0,0
33,0.5611721796940516,34,1.0,0,0
34,0.1833538543932177,35,1.0,0,0
35,0.3648002002567975,36,1.0,0,0
36,1.1956466251847273,37,1.0,0,0
37,2.843224739724566,38,1.0,0,0
38,3.5678305099583354,39,1.0,0,0
39,2.959914746513157,40,1.0,0,0
40,3.4561613822478128,41,1.0,0,0
41,1.91422237966805,42,1.0,0,0
42,3.2168994296775617,43,1.0,0,0
43,2.7924379994995587,44,1.0,0,0
44,1.8907462676560016,45,1.0,0,0
45,1.1227049147499673,46,1.0,0,0
46,0.995904938326153,47,1.0,0,0
47,0.5336640337476541,48,1.0,0,0
48,2.7913936762182283,49,1.0,0,0
49,1.8093688504365475,50,1.0,0,0
50,1.6942902856495223,51,1.0,0,0
51,1.5989187779367569,50,0.9615384615384616,0,0
52,1.5023356142436797,53,1.0,0,0
53,1.4403800054078832,54,1.0,0,0
54,0.8457916905989503,50,0.9090909090909091,0,0
55,0.2072321772714519,50,0.8928571428571429,0,0
56,-0.6527898255669091,50,0.8771929824561403,0,0
57,-2.0651552175831043,58,1.0,0,0
