Date,N,windows,scaled_windows,MSE,RMSE
0,-1.1760673066110212,,,,
1,1.020562055137544,,,,
2,-0.6565639572828962,,,,
3,2.017541267566491,,,,
4,-0.2851603801460938,,,,
5,0.4178527072441358,,,,
6,-0.3548774077114114,,,,
7,-1.608051130449959,,,,
8,-1.9011194963801028,,,,
9,-4.298342614547673,,,,
10,-2.1065315316837463,,,,
11,-1.695598299637148,,,,
12,-2.2686689686798873,,,,
13,-2.512169455603156,,,,
14,-0.5288283074966473,,,,
15,-2.582125490936244,,,,
16,-1.3263672175033687,,,,
17,-1.4869612092170887,,,,
18,-1.6467162686657923,,,,
19,-1.511919343181087,,,,
20,-1.8299724392700325,,,,
21,-2.23573234460892,,,,
22,-2.050293098923365,,,,
23,-3.243945937302538,,,,
24,-1.945524764237371,,,,
25,-0.7688453079926991,,,,
26,0.6464933388113359,,,,
27,0.7786812973334168,,,,
28,0.7419864605242392,,,,
29,1.2329364091767312,,,,
30,0.1802722530269761,,,,
31,1.4528482760781798,,,,
32,1.898836531138072,,,,
33,1.70996593670227,,,,
34,0.5139702611697421,,,,
35,0.0910066073449801,,,,
36,0.0333797001499731,,,,
37,1.0401690781895068,,,,
38,0.9762221870277225,,,,
39,-0.2619403061374089,,,,
40,0.3979851141497891,,,,
41,-0.3407117550240595,,,,
42,-1.359206817274211,,,,
43,-1.7875520653290646,,,,
44,-0.7493968676155902,,,,
45,-0.3903472540122639,,,,
46,1.4764325975552377,,,,
47,1.6077300426459034,,,,
48,1.98147997852599,,,,
49,0.9123896611552562,,,,
50,0.722299856625813,,,,
51,0.2003223666863363,,,,
52,1.0241809409935536,,,,
53,0.4316575070508106,,,,
54,1.3144583430607253,,,,
55,-1.17751844079331,,,,
56,-0.1506840791888536,,,,
57,1.7125255221771265,,,,
58,2.324889264024842,,,,
59,1.7711344074334991,,,,
60,3.351197667800035,,,,
61,2.686685258010747,,,,
62,3.6132488206195625,,,,
63,1.9313272835468176,,,,
64,3.0379056341085766,,,,
65,1.2968825505021973,,,,
66,-0.0583562473732099,,,,
67,0.729352370185741,,,,
68,2.086623702710482,,,,
69,1.0276288253506085,,,,
70,-0.1819839534450724,,,,
71,0.5062604644315714,,,,
72,-1.3220065803102918,,,,
73,0.0535553548438243,,,,
74,1.031049777186105,,,,
75,-0.3982219603558773,,,,
76,-0.1317267611224821,,,,
77,1.1668537781387385,,,,
78,-0.4933414940608724,,,,
79,-1.11520250162132,,,,
80,-0.3234957557207972,,,,
81,-0.7912420424589552,,,,
82,-1.5187083702585271,,,,
83,-1.8025564942540744,,,,
84,-0.6306650261637295,,,,
85,-1.7116560903357003,,,,
86,0.5167556174227697,,,,
87,0.2996417806103332,,,,
88,-0.876661331619083,,,,
89,-2.250571832551153,,,,
90,-2.616770520144886,,,,
91,-2.700188938306788,,,,
92,-2.496333544282949,,,,
93,-1.5393298075965656,,,,
94,-2.579784237690487,,,,
95,-3.6459362752704214,,,,
96,-2.378296016164424,,,,
97,-2.0915289442903076,,,,
98,-2.7424459811094284,,,,
99,-3.0405408072068347,,,,
100,-3.521078915994981,,,,
101,-0.9832109290980178,,,,
102,-2.976677595485461,,,,
103,-3.8771617578756983,,,,
104,-2.6825702619609286,,,,
105,-5.465774750100971,,,,
106,-3.994288958081167,,,,
107,-4.494517127131948,,,,
108,-4.1068662261733735,,,,
109,-3.2309077570792404,,,,
110,-3.2590502525433775,,,,
111,-2.3001433148136328,,,,
112,-2.4215529143153582,,,,
113,-3.355226983471769,,,,
114,-5.477976976508901,,,,
115,-3.717432478337136,,,,
116,-1.851223178525848,,,,
117,-2.617569383502666,,,,
118,-2.987664687544619,,,,
119,-4.589937685166904,,,,
120,-1.9124005891442704,,,,
121,-2.1588107881906615,,,,
122,-2.0062880756682637,,,,
123,-2.7121394839608977,,,,
124,-1.504128509050528,,,,
125,-2.283684932085438,,,,
126,-1.5760374972628073,,,,
127,-2.076807540342714,,,,
128,-3.041570145115882,,,,
129,-1.1759937321383571,,,,
130,-2.482648575945521,,,,
131,-1.34767145172124,,,,
132,-0.3470326766456104,,,,
133,-1.006207710600851,,,,
134,-1.3304128290114914,,,,
135,-0.8255197709711162,,,,
136,-1.012764640938478,,,,
137,-0.541714409713945,,,,
138,-0.9606351168013374,,,,
139,0.0431521519653144,,,,
140,0.0320702631674851,,,,
141,-0.4546741200591926,,,,
142,-1.610874143403018,,,,
143,-1.1554927728462416,,,,
144,-1.434234504071976,,,,
145,-1.4315960513020496,,,,
146,-1.0784581803706603,,,,
147,-0.5901956734663784,,,,
148,-0.7893258690216048,,,,
149,-1.1218043840346872,,,,
150,-1.8608397188908188,,,,
151,-1.946014598989651,,,,
152,-3.778123387928074,,,,
153,-2.352772685743159,,,,
154,-3.1356599900273037,,,,
155,-4.81765969628026,,,,
156,-6.34830303218947,,,,
157,-5.854704682830556,,,,
158,-5.592874887099775,,,,
159,-4.730204691106902,,,,
160,-5.168794051532095,,,,
161,-3.648949002556739,,,,
162,-3.945776585889255,,,,
163,-2.010238148136644,,,,
164,-2.800437069481489,,,,
165,-1.784604318815064,,,,
166,-1.0783199687377294,,,,
167,-1.0011499643291062,,,,
168,-0.7141605904937706,,,,
169,-1.1334446583186415,,,,
170,-2.3555071254063953,,,,
171,-1.8181592182055264,,,,
172,-1.041651497908036,,,,
173,-2.7308333779635774,,,,
174,-2.780272290070988,,,,
175,-2.9241004886746933,,,,
176,-2.6049566089426124,,,,
177,-1.2013976677934082,,,,
178,-1.843614912523058,,,,
179,-0.8786505343349619,,,,
180,-0.2398360074121528,,,,
181,-0.5229372064372131,,,,
182,0.705492604770484,,,,
183,-0.4607793976557391,,,,
184,-0.6701880723454366,,,,
185,1.1021780778739945,,,,
186,-0.5757314006645341,,,,
187,-0.995101736822497,,,,
188,-0.2388343583538483,,,,
189,-0.0982557897584705,,,,
190,-0.6072708876735462,,,,
191,-1.0551434527431318,,,,
192,-2.565877271374428,,,,
193,-1.209991863456804,,,,
194,-2.5273858104182394,,,,
195,-3.022215552457933,,,,
196,-3.0246962940911226,,,,
197,-3.3663970068248377,,,,
198,-2.852792694919154,141.0,0.7085427135678392,0.0,0.0
199,-2.5174377797628367,141.0,0.705,0.0,0.0
200,-3.133513934257219,141.0,0.7014925373134329,0.0,0.0
201,-3.791356199628832,141.0,0.698019801980198,0.0,0.0
202,-4.241240420430245,141.0,0.6945812807881774,0.0,0.0
203,-3.5190667320970817,141.0,0.6911764705882353,0.0,0.0
204,-3.053033262861522,141.0,0.6878048780487804,0.0,0.0
205,-4.163194613030068,141.0,0.6844660194174758,0.0,0.0
206,-4.652228764788705,141.0,0.6811594202898551,0.0,0.0
207,-3.9041200523308968,141.0,0.6778846153846154,0.0,0.0
208,-3.1335992474808516,141.0,0.6746411483253588,0.0,0.0
209,-4.817325312881612,141.0,0.6714285714285714,0.0,0.0
210,-2.057999374865606,141.0,0.6682464454976303,0.0,0.0
211,-3.1472930813081295,141.0,0.6650943396226415,0.0,0.0
212,-3.3895656636072697,141.0,0.6619718309859155,0.0,0.0
213,-3.67134236407862,141.0,0.6588785046728972,0.0,0.0
214,-4.363684472507801,141.0,0.6558139534883721,0.0,0.0
215,-4.646515403296672,141.0,0.6527777777777778,0.0,0.0
216,-2.450905968271893,141.0,0.6497695852534562,0.0,0.0
217,-2.2670906827700352,141.0,0.6467889908256881,0.0,0.0
218,-2.158519083237756,141.0,0.6438356164383562,0.0,0.0
219,-1.093076496335819,141.0,0.6409090909090909,0.0,0.0
220,-1.1938488173616777,141.0,0.6380090497737556,0.0,0.0
221,-0.6840312868362682,141.0,0.6351351351351351,0.0,0.0
222,-1.919396271944899,141.0,0.6322869955156951,0.0,0.0
223,-2.2680506045564632,141.0,0.6294642857142857,0.0,0.0
224,-2.945920487256456,141.0,0.6266666666666667,0.0,0.0
225,-2.327108503497685,141.0,0.6238938053097345,0.0,0.0
226,-3.510715801777521,141.0,0.6211453744493393,0.0,0.0
227,-2.5681587411178857,141.0,0.618421052631579,0.0,0.0
