windows_run_0,window_mean
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
106.0,106.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
149.0,149.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
212.0,212.0
