N,Z_0,Z_1,Z_2
-0.005367555226514609,-0.6517911526116896,0.8994134134152693,-1.7889064670309638
0.41939892719841143,-0.3050755228481151,0.9845389035341008,-0.9220330729743695
1.9618890693735989,1.6027088868215738,-0.6190585689217011,1.0153978160889017
1.3238688534523224,0.9796895271965698,-0.4954253450978583,-0.4514102406587372
-1.2026242160154992,-1.4454593891453327,0.3322982583956252,-0.5310346855413787
-0.35831707570079024,-0.2942951420009985,0.2556839291106603,-0.06844725272815913
-0.881213459691111,-0.6823227693885932,-0.687696470043688,0.7366219425663754
-0.0655572503266584,0.012166969374307696,0.8078878044649135,-0.4519959810286705
-2.160701059689149,-1.6057543903115274,1.5710263591796632,-0.1340731814748098
0.08543589652034345,-0.07937900118545421,-0.6768847165483503,0.18874219755646834
0.8915528203701082,0.21950511850036392,1.1444988356813979,-0.8210729145715747
1.4518873713412979,1.6195270551315355,-1.32356816681482,0.00036700954141755116
0.4512006916326653,0.6405504274982092,-0.510732171073178,-0.7841948562400649
1.238513882743192,0.6386567471972836,-0.6955015027233395,-0.16984749225974718
-1.2779643102615095,-1.3653853355247758,-0.6636532781998801,0.4305905577672053
0.7171196157185789,1.9796520576190724,-0.0063672441064249186,0.25310591374375724
-1.3610850419919849,-1.519715146434486,-0.9652946884978375,-0.8497308586877484
0.5591451642152127,0.797858826535587,-0.3660637547073899,0.21086193889343036
-0.36233635717823764,-0.17033230856673226,1.4177978852998327,0.6569997087362569
-1.4635312466977524,-0.9147129796411434,0.958006406211038,0.3946535350757749
-0.8559364850555068,-0.8392276068572598,1.7085204808310674,0.8071543261114763
-1.5721047952952998,-0.8398602020301078,1.421231399303564,-0.018320357170168
-0.8942126292093895,0.21221705184297016,-0.873649116896419,-0.6359345399498324
-1.1962749956065095,-0.06761528490945755,1.3205014832362032,-0.38065216437714855
1.4072097455862826,1.4690481060519653,1.2761035034876267,0.23500245147966484
-0.5305551720979984,-1.5357944022349577,1.087454423230841,0.7995686598314188
-0.418007482713731,-0.3102398451128425,0.11034411438563857,-0.20462965632455699
-1.9418486820134635,-0.9541037573441595,-0.3597192010329822,0.0964499620564779
0.0831440976590668,0.5850510959892276,-0.9885911383388477,0.17846007567090924
-1.741492933386957,-2.0010498229872224,-0.4173463795050541,-0.2967503001914165
-1.4612808338897219,-0.7439043146969256,0.016525795793914277,-1.6723302585954722
0.03740683396746533,0.06139206439671682,-0.07026501365371209,-1.9855668655848888
-1.6638559968491953,-1.4719901711170078,-0.09730580702832102,-0.06363672969399481
1.3147106784423663,0.6908175486347861,-1.6850027394949911,-1.1996715622021195
0.41777762817571584,0.3168769388453534,-1.1943254792968734,-1.8750919630284528
0.5230387074660632,1.0702321584761545,-1.0550612089653533,-1.8785167004487597
1.4442483271423474,1.173231290369742,-0.049014302687825806,-1.0270229276846654
0.15229660655141058,-0.7452083083007284,-0.3591967287918384,0.5705690671850806
-1.0554212867436898,-0.9468374195496838,-0.468370929764393,0.5024672218882005
-0.14696280581390408,-0.39269996968183934,-0.03278595088767197,-0.1851871842577047
0.8625058893986516,0.6694197320267667,-0.3767380356596813,-0.33366241690403287
1.9282453286022436,0.9848512373808961,-0.33043726439621135,0.18812409413745465
0.026252664548454596,-0.5127146232325057,0.8971251990450675,0.09727923818096945
-0.9914186944734484,-0.7097401099018324,0.21924925878789644,-1.3379752688833095
-1.8867374983743181,-0.9397709371468951,-0.672030545630004,0.39328046992676635
-1.7365304265748418,-0.772192416586726,0.33701899844133376,0.854433197998475
-0.6631027905571911,-0.3923618608820713,0.8684166421752068,-0.4964555025941057
0.17645393873910808,-0.2102874198666787,0.9014099117127405,-0.39316996289595274
1.879992619854248,2.016056984524375,-0.7955464028660487,0.17129512322196136
1.1358179233257883,-0.10319226288155481,0.595218879844593,0.27856480605893164
-0.18991818103259497,-0.3093628196055329,0.29548471937408255,-0.15159138940245917
0.9644148383044248,0.3967051651729213,0.26568851266507887,-0.007113276265656457
-1.0992147813621596,-0.8737330325353411,0.2177258498409776,1.4011505163791274
-0.967691222898234,-0.5433737556294782,0.5278846651393245,0.32906672543306115
-0.06572768464207268,-0.09535626996488261,0.662551593503053,0.8987048123718114
0.8389086730295223,0.7550746930242881,1.573008002367693,0.5649121871239766
0.6814631336528039,-1.164999920141899,0.8185285558750561,-0.6543346216809305
1.7221215611764635,1.1384694732586433,0.265732670156045,0.2506088235822959
0.8724369018690428,-0.12476347124987519,0.7106517095288927,0.3939831875122273
-0.13363916203636167,0.14446372685365005,0.2115533348059876,1.082239271622833
0.7344629153696081,0.8759810493052407,1.0846830778056507,1.69770858347835
1.7343247631291656,0.8359891315880744,0.5727720407181482,1.525694652337997
2.4522045038171503,1.2264297124931118,0.9083007109663734,0.890500716410876
1.3837349415005435,0.41848375893050044,-0.07395343259607517,0.8054148406032164
0.6935579947988817,0.06408339841159381,0.8990457519235839,1.010547607446523
0.3746973290517854,0.32929521896191916,0.9194057439190585,-0.1807538007661248
-0.7336736988946025,-0.9298563463942012,-0.357745433334928,-0.8117839161289658
0.5601244510158759,1.0282160997053584,-0.39371166563219884,0.31253740903722294
-0.9701204737751714,-0.5697430286999564,-0.0036785123557090127,-0.705551069891568
-1.9293687594058397,-1.3741924856225836,-1.092496074147602,-0.46279916254532255
2.0039196703562405,1.7815702838140115,-1.2724211141073516,1.2333823659855054
0.6561440443939203,0.21986911724995128,0.03613089141660614,1.2341415570847523
-0.8528139666121501,-1.1351510488799577,0.5085993610414813,1.4903781309958872
1.2364148255757452,1.6252395103369373,1.4052501389130723,0.6004476990775537
0.13022183785750813,-0.004664722357712425,-0.5729680580922663,1.1652317815089033
1.8061150487878475,1.061142843314019,-0.465639761779298,-0.15102683126485472
-0.07651617421421567,-0.617260154684672,-1.87595425895549,-0.6558257883062262
-0.4121866098993378,-0.3722320521915656,0.9190257789070411,-0.3698126076988876
-1.38057352538154,-1.7629757639146708,-0.7786973363197872,-0.6684704555119345
-2.9016216867715565,-2.261534511618206,-0.43678853086622327,0.7559565244088824
-1.8231596964366759,-1.4287414903863744,1.5741075457963287,0.19410172892326405
0.43957357835479116,-0.36378731660837127,1.8424887906672247,-0.8120937059955661
2.0914313586406084,0.7252282468643687,-0.06151560211499274,0.38104628565131576
3.11792076754804,2.5712661505936967,1.9887470875047173,0.7211604922421274
0.5977877721289305,-0.517609764975871,1.1330761227550972,1.2188876272110747
0.7501855781006075,0.9055183467736564,-0.4565440230739085,-0.4212136834648273
-0.10315247184900336,-0.42323728913116787,0.10947142065899329,-0.82169882443405
0.2529378608903787,-0.2371767639290846,0.6350667822842606,-2.071449755365669
-1.6623722760859685,-1.5286269710830567,0.8081088988432481,-0.5341658574869799
-1.8641750934629642,-1.784711131087034,-1.531497974258906,-0.27570841406914764
-1.6162817571489139,-1.135402829017915,1.099348205519655,-0.5550254439445094
-2.998540815348057,-1.4201911881042033,-0.9796723012613268,0.8152942584153703
-1.1452943975089882,-0.287592628297333,-0.4984143672701896,-0.2704432200008083
-1.6169309601521458,-0.7600329894579873,1.1042777468476506,-0.5102176924404347
0.672470203950934,1.0986904758562914,0.7592141756012702,-0.9019386942092755
0.3900047938120272,0.3727578064527533,0.2639672206700059,-1.1735651506574207
0.4313088493627528,0.23978975054776835,-0.40665490309688834,-0.5310635399876954
0.6652030782467325,1.1853931488023877,0.38899888337540056,-0.3870563727232975
0.9823173933640694,0.75519089879717,1.3686452130919449,-0.4649178945480509
0.6714204326083533,0.11370519767336479,0.029801091837305504,-1.0876160032923676
-0.014090654971756544,-0.06798232213273028,0.41049542611109635,-1.520193225610562
-0.8741825084869459,-0.1345451016282154,-0.1495025277833088,-1.1249046094141515
1.1295895530722926,1.0498129357296049,-0.3848703223420268,-0.5519205516025681
1.2819794438701908,0.9930482038326234,-1.9090459586814557,-0.9525023943778897
0.48432624471187125,0.5645275986727002,-0.4081940795017666,-0.7717806806069194
0.6153070587575743,0.9117348468168143,0.7120783651553706,-0.6429815314485333
-0.2637187395942355,-0.3621863294919882,0.1585987243144354,-1.046551685156823
0.9660595476720537,0.43858553876926903,1.0109140446918683,-1.6471079096747794
-1.630348497605194,-1.3246165552164848,0.552462201018201,-0.8380859426618874
0.5038017948877129,1.0823472412126034,1.3098836103480984,0.8383082239896069
