N,Z_0,Z_1
-1.1679685961332495,-0.6517911526116896,0.8994134134152693
-0.15244123328069498,-0.17471729232577715,0.7441602320430628
2.415281110884729,1.6637239913911968,-1.070719094620707
0.2996176361088502,0.659147749832255,-0.309727606639181
-2.0398531011052254,-1.6413972945846467,0.5618856990887506
0.10064204573052982,-0.005203264171931977,0.15486615408021276
-0.5151985277864466,-0.6234637409883934,-0.8635398280360211
0.0038909549656935827,0.14863152325202633,1.165090632200227
-1.6174328605869475,-1.608187784186389,1.431406252907715
0.15297599302307635,0.2417718768768513,-1.3630488247347026
0.08719128126597286,0.23538091873745476,1.5348983183036895
1.6974534419193479,1.5756260314314627,-1.915714177003677
-0.08394595202622668,0.3166450164719021,-0.05275923631999005
0.5826725118140118,0.5105466616976417,-0.5741613809419192
-1.5922956827652148,-1.4931166849642326,-0.466919724718568
2.8012157506401554,2.2527291247240275,0.25101267029281454
-3.0713988436204818,-1.9156455579583005,-1.070073503400654
1.6491664629325253,1.1018018558224842,-0.03134512637016309
0.29574153547423254,-0.3299040738738497,1.7176891104971324
-0.8736037468507245,-0.8806465179277969,0.5130857181734407
-0.08867201225973204,-0.6562850109290311,1.5257980429524491
-0.8322014615039603,-0.6720146806586559,0.9147213677918781
-0.2315982667291946,0.3801890922489917,-1.5234223407251848
0.1517824508468346,-0.11005869527805158,1.8069763046110552
2.1958653916034474,1.482571163033857,0.9043644270610618
-1.6241894826357746,-1.8296040234453508,0.7120202189001906
-0.38630256803519175,-0.0030809646658509597,-0.30029437082795085
-1.049104361860578,-0.892055788321591,-0.44259960118661745
0.8248825523892775,0.7758718474580595,-0.9585437977525599
-2.7809761345283786,-2.118060042185068,-0.07926609009606381
-1.3171581017153025,-0.3436943500994811,0.18066336513409245
-0.6285379881173812,0.21017292733610196,-0.08449893575731342
-1.2927126638929558,-1.4842685839963512,-0.08079228027724643
0.0015099887367115983,0.9852155828581877,-1.8343841189278653
-0.9215158849512446,0.1787134291183962,-0.6717494671929184
0.21209428055885537,1.006856770707084,-0.7078303235682751
1.007913690351486,0.9591848586745111,0.3558412449444976
-0.5052030607262142,-0.9798545663746768,-0.3800463587234437
-0.8218310373082759,-0.7977957578895382,-0.3807245274302773
-0.5066440810371973,-0.20333248577190258,0.14571541614429506
0.623565645711204,0.7479597259631346,-0.4058477253877734
1.211308056281401,0.8509672909755427,-0.2206432799059143
-0.6107788813229661,-0.7096848707086849,1.1253091573152683
-1.7165797562867455,-0.6071971852553313,-0.1052717343087524
-0.43639916088886055,-0.7978229151665286,-0.8319642068952974
-0.05156997938662322,-0.584238229157347,0.6358107660131501
-0.7448203127653772,-0.2379233775647261,0.8338444363563777
-0.17153833711257363,-0.13181504769026442,0.6638489855015758
2.464390964499031,2.058114468497711,-1.234488746628342
-0.2617446094360354,-0.5064036597864299,0.9707334676085666
-0.5136518417826079,-0.28872436702922194,0.09684234603163891
0.6236941002052947,0.4585777290940279,0.1802987343157222
-0.15403705340646734,-0.9530740655699254,0.13859430045355556
-0.5098015641181559,-0.36862714912240996,0.5018673529944249
0.6682744787205744,0.013318481161013024,0.5308799563380994
1.373811826346632,0.7741459470172646,1.4901277162684714
-2.1375028366255266,-1.3160148587467566,0.297750838940404
2.005023832995599,1.3714694572870232,-0.023058138222471807
-0.07891424710311393,-0.35245736590160387,0.6862725277491966
0.8360460225907627,0.1694164211036251,-0.041305292810138686
2.131759817695911,0.8470883039345106,1.1229326784706166
1.4577227875250078,0.6607929217270263,0.21459218165130065
1.6356306324504761,1.059231886175497,0.7864783296833574
0.44684278033648134,0.17319781643187807,-0.4353985349270065
0.6754326680333159,-0.019613353374506273,1.0276993925913447
0.09530750091263684,0.3164785392796004,0.6719330341620046
-1.8720825338172586,-0.9957153901865851,-0.7550416041184427
1.8518302283224757,1.2141873689841987,-0.29833418218330454
-1.490971473578201,-0.7753862486410281,0.14902285623951173
-1.8841343420177423,-1.2602438798825923,-1.2124539942478931
3.267252373663184,2.0564087809385283,-0.9889416535063232
0.4945779098995631,-0.13644493951285103,0.5349758681713102
-0.5632107988998949,-1.179124872329948,0.5510594989396324
2.4986941569501786,1.8522697201129288,1.3636004028317263
0.051485836055591316,-0.3297126244250999,-1.183117340790935
0.7539752668770382,1.0620757877855616,-0.2945566016077831
-1.8182012967990122,-0.8294887233474758,-1.9033114914808176
-0.027589998852749334,-0.24878002125463117,1.7506775217127362
-2.6462319330514386,-1.6885293534763577,-1.2226181765969462
-1.5960395592317052,-1.908939358835272,-0.18249384794921972
-0.8669617077455287,-0.9764345880627332,1.9188705906661185
-0.44263998465656557,-0.07803901853109632,1.4350568329316773
1.3109620978967258,0.7979857101860429,-0.7848740876094682
3.769128140601067,2.426220501220823,2.233641720272183
-0.47387584638672164,-1.0318629950946103,0.48557182458716236
0.36036212500797327,1.0090402997688306,-0.9479118511535471
-1.1459981560265315,-0.6043409584858992,0.2991798097054014
-1.326982671308665,-0.15252930610285104,0.6630575389484588
-1.4114467239438,-1.4811916182972398,0.6509283611597299
-2.2265400187264754,-1.4789857368704227,-2.0159289876156032
-0.9103290569769467,-0.7784606028005082,1.8170805516780801
-0.9552393032935299,-1.1931106223006203,-1.5160490813257843
-0.49598235152534076,-0.0035543906764923003,-0.17281006869858365
-0.8640092861966728,-0.7025144637985207,1.42080308376913
1.0628337311566156,1.2506970737478889,0.414129960227325
-0.4216005713758795,0.153019711281495,-0.0019530453227096208
0.04133592228817307,0.1652381892572177,-0.5544927003682115
1.3554067121896582,1.137435198692834,0.5903645549547906
0.6735321077120409,0.5181122690366925,1.3694395599006162
-0.7801155501366689,-0.03733298208606922,-0.4991385919387502
-0.7948216817551768,-0.09072336166740325,0.4445167155200438
-0.5890375059083911,-0.12094863720166933,-0.32575102991354726
1.1442352882627265,1.076721956055248,-0.36949381957540967
0.025463325293258343,0.7830856166867024,-1.9714903842908291
0.21868385135601898,0.36591795790617554,0.2888577844852698
0.9137855510515074,0.7988293270822742,0.9499403255344321
-1.2202429484183566,-0.5445332988553511,-0.10069855943327144
-0.03110316527626278,0.5110228046676667,1.0615605457575732
-1.7806802880614399,-1.4123336629703387,0.22071365041783006
