true_imp_0,true_imp_1,true_imp_2,true_imp_3,true_imp_4
0.23994390530093307,0.06855540151455232,0.01713885037863808,0.6036922009048913,0.07066964190098542
0.23987878590046335,0.0684545693385462,0.0171137174036915,0.6028045763660589,0.07174835099124015
0.23981512782866682,0.06835379638247112,0.017088748932427105,0.6019180591931569,0.07282426766327796
0.23975292479642987,0.06825308254214604,0.01706394428419001,0.6010326459068089,0.07389740247042495
0.23969217056903228,0.0681524277097176,0.017039302783383028,0.600148333018688,0.0749677659191792
0.23963285896579944,0.06805183177371206,0.017014823759439534,0.5992651170318173,0.07603536846923171
0.23957498385975817,0.06795129461908689,0.016990506546796545,0.5983829944408678,0.07710022053349044
0.23951853917729424,0.06785081612728135,0.01696635048486788,0.5975019617324503,0.07816233247810628
0.239463518897813,0.06775039617626648,0.01694235491801754,0.5966220153854014,0.07922171462250148
0.2394099170534029,0.06765003464059462,0.01691851919553323,0.5957431518710683,0.08027837723940076
0.23935772772850142,0.06754973139144804,0.01689484267160004,0.5948653676535862,0.08133233055486429
0.2393069450595635,0.0674494862966871,0.016871324705274308,0.5939886591901522,0.08238358474832294
0.23925756323473282,0.0673492992208976,0.01684796466045762,0.5931130229312961,0.08343214995261587
0.239209576493516,0.06724917002543777,0.016824761905870993,0.5922384553211453,0.08447803625403001
0.23916297912645879,0.06714909856848443,0.016801715815029223,0.591364952797686,0.08552125369234156
0.23911776547482508,0.06704908470507856,0.01677882576621537,0.5904925117930214,0.08656181226085953
0.23907392993027912,0.06694912828717041,0.016756091142455437,0.5896211287336238,0.08759972190647117
0.23903146693456906,0.06684922916366384,0.016733511331493204,0.5887508000405847,0.0886349925296893
0.23899037097921424,0.06674938718046018,0.016711085725765212,0.5878815221298592,0.08966763398470115
0.23895063660519453,0.06664960218050156,0.016688813722375923,0.5870132914125086,0.09069765607941935
0.238912258402642,0.06654987400381349,0.01666669472307305,0.586146104294937,0.09172506857553446
0.23887523101053565,0.06645020248754704,0.01664472813422303,0.5852799571791254,0.09274988118856883
0.23883954911639824,0.06635058746602052,0.016622913366786694,0.584414846462862,0.09377210358793267
0.23880520745599543,0.06625102877076026,0.01660124983629504,0.5835507685399683,0.09479174539698093
0.23877220081303838,0.0661515262305414,0.016579736962825255,0.5826877198005226,0.09580881619307237
0.2387405240188876,0.06605207967142752,0.016558374170976827,0.5818256966310785,0.09682332550762952
0.23871017195225994,0.06595268891681036,0.01653716088984785,0.5809646954148815,0.09783528282620031
0.238681139538938,0.06585335378744851,0.016516096553011502,0.580104712532081,0.09884469758852103
0.2386534217514819,0.06575407410150591,0.01649518059849266,0.579245744359939,0.09985157918858047
0.23862701360894342,0.06565484967458968,0.0164744124687447,0.5783877872730367,0.10085593697468545
0.23860191017658236,0.06555568031978753,0.016453791610626448,0.5775308376434761,0.10185778024952745
0.23857810656558592,0.06545656584770462,0.0164333174753793,0.5766748918410796,0.10285711827025051
0.23855559793278974,0.0653575060665,0.016412989518604506,0.5758199462335855,0.1038539602485202
0.23853437948040185,0.06525850078192245,0.016392807200240597,0.5749659971868415,0.10484831535059362
0.23851444645572853,0.06515954979734602,0.016372769984541003,0.574113041064994,0.10584019269739055
0.23849579415090302,0.06506065291380493,0.01635287734005182,0.5732610742306747,0.10682960136456558
0.238478417902616,0.06496180993002808,0.016333128739589708,0.5724100930451852,0.1078165503825811
0.23846231309184893,0.06486302064247314,0.016313523660220024,0.5715600938686766,0.10880104873678133
0.23844747514360937,0.06476428484536016,0.01629406158323505,0.5707110730603282,0.10978310536746726
0.2384338995266686,0.06466560233070467,0.016274741994132383,0.5698630269785221,0.11076272916997223
0.23842158175330155,0.06456697288835041,0.016255564382593533,0.5690159519810158,0.1117399289947386
0.23841051737902938,0.06446839630600168,0.01623652824246265,0.5681698444251114,0.11271471364739495
0.23840070200236332,0.06436987236925505,0.016217633071725388,0.567324700667822,0.1136870918888342
0.23839213126455222,0.064271400861631,0.016198878372487995,0.5664805170660364,0.11465707243529231
0.23838480084933092,0.0641729815646047,0.01618026365095649,0.5656372899766803,0.11562466395842778
0.23837870648267145,0.06407461425763679,0.016161788417416036,0.5647950157568743,0.11658987508540157
0.238373843932537,0.0639762987182035,0.01614345218621047,0.5639536907640912,0.11755271439895788
0.23837020900863679,0.06387803472182647,0.016125254475721995,0.5631133113563094,0.11851319043750531
0.23836779756218426,0.06377982204210211,0.01610719480835101,0.5622738738921639,0.11947131169519866
0.238366605485657,0.06368166045073069,0.016089272710496105,0.5614353747310951,0.12042708662202116
0.23836662871255848,0.06358354971754485,0.01607148771253423,0.5605978102334952,0.12138052362386723
0.23836786321718284,0.06348548961053792,0.01605383934880099,0.5597611767608526,0.12233163106262562
0.2383703050143808,0.06338747989589183,0.01603632715757114,0.558925470675893,0.12328041725626317
0.2383739501593283,0.06328952033800446,0.016018950681039177,0.5580906883427195,0.12422689047890857
0.23837879474729717,0.06319161069951695,0.01600170946530015,0.5572568261269489,0.12517105896093686
0.23838483491342768,0.06309375074134033,0.015984603060330567,0.5564238803958473,0.12611293088905406
0.23839206683250339,0.06299594022268201,0.015967631019969515,0.555591847518463,0.12705251440638213
0.238400486718728,0.06289817890107184,0.01595079290189987,0.5547607238657563,0.12798981761254413
0.23841009082550413,0.06280046653238779,0.015934088267629716,0.5539305058107286,0.1289248485637499
0.23842087544521445,0.06270280287088136,0.015917516682473893,0.5531011897285487,0.1298576152728815
0.2384328369090045,0.06260518766920263,0.015901077715535707,0.5522727719966777,0.1307881257095794
0.23844597158656775,0.06250762067842493,0.015884770939688753,0.5514452489949903,0.13171638780032832
0.23846027588593255,0.06241010164806921,0.015868595931558968,0.5506186171058958,0.1326424094285434
0.23847574625325133,0.062312630326128216,0.015852552271506767,0.5497928727144569,0.13356619843465684
0.23849237917259122,0.06221520645908999,0.01583663954360934,0.5489680122085056,0.13448776261620382
0.2385101711657276,0.062117829791961544,0.015820857335643153,0.5481440319787583,0.13540710972790948
0.23852911879193836,0.062020500068291774,0.01580520523906652,0.5473209284189282,0.13632424748177507
0.23854921864780132,0.06192321703019439,0.01578968284900239,0.5464986979258372,0.13723918354716472
0.2385704673669928,0.06182598041837033,0.01577428976422124,0.5456773368995239,0.13815192555089184
0.23859286162008847,0.06172878997212997,0.015759025587124147,0.5448568417433517,0.1390624810773057
0.23861639811436597,0.06163164542941511,0.015743889923726002,0.5440372088641151,0.13997085766837794
